customer_customer_id,payment_method,review_rating,season,product_product_id
750,Debit Card,3.7,Winter,17494
751,Venmo,3.4,Fall,524
752,Credit Card,4.8,Fall,3767
753,PayPal,4.2,Fall,16529
754,Venmo,3.4,Fall,14796
755,Debit Card,2.9,Spring,190
756,PayPal,3.3,Spring,13650
757,Cash,4.8,Summer,7880
758,Debit Card,3.8,Fall,1699
759,Bank Transfer,4.6,Summer,4409
760,Credit Card,2.6,Winter,9062
761,Cash,3.4,Fall,7822
762,Bank Transfer,4.2,Fall,14760
763,Debit Card,3.9,Fall,12083
764,Credit Card,2.9,Spring,6164
765,Debit Card,4.2,Fall,1208
766,Cash,3.0,Summer,291
767,PayPal,3.6,Winter,3504
768,Cash,2.5,Fall,4105
769,Venmo,2.6,Spring,1125
770,PayPal,4.3,Spring,10766
771,Credit Card,3.3,Spring,707
772,Bank Transfer,2.6,Fall,12999
773,Debit Card,3.6,Fall,9124
774,Debit Card,2.6,Winter,4582
775,Credit Card,3.5,Summer,10297
776,PayPal,3.0,Winter,12994
777,Venmo,5.0,Spring,12414
778,Venmo,2.5,Spring,5596
779,Debit Card,2.9,Summer,3581
780,Cash,4.6,Spring,5160
781,Cash,3.6,Spring,5211
782,Credit Card,3.0,Winter,2465
783,Cash,4.5,Summer,6313
784,PayPal,4.5,Winter,8810
785,Bank Transfer,3.2,Winter,159
786,PayPal,4.0,Spring,13494
787,Bank Transfer,4.8,Winter,11015
788,Venmo,3.7,Spring,16352
789,Bank Transfer,3.8,Summer,11807
790,Credit Card,2.7,Fall,6903
791,Bank Transfer,4.9,Summer,457
792,PayPal,3.1,Summer,9798
793,Venmo,4.2,Spring,1536
794,Credit Card,3.8,Summer,9728
795,Debit Card,4.2,Winter,12200
796,Venmo,4.6,Summer,7079
797,Credit Card,4.0,Fall,4723
798,Debit Card,4.0,Fall,9592
799,PayPal,3.8,Spring,4118
800,PayPal,3.3,Summer,2583
801,Cash,2.6,Summer,9636
802,Credit Card,4.9,Fall,14340
803,Bank Transfer,3.5,Winter,985
804,Venmo,2.8,Winter,16818
805,Venmo,2.6,Summer,8974
806,Debit Card,3.7,Summer,6967
807,PayPal,2.7,Summer,8903
808,Credit Card,3.3,Winter,12632
809,Cash,4.6,Fall,16884
810,PayPal,4.9,Fall,4075
811,Debit Card,4.9,Fall,10531
812,Venmo,2.7,Winter,14611
813,Credit Card,3.2,Summer,17016
814,Debit Card,2.9,Summer,1252
815,PayPal,3.8,Winter,15973
816,Venmo,3.0,Spring,12143
817,Debit Card,3.9,Summer,1173
818,PayPal,4.7,Spring,2284
819,Debit Card,4.9,Winter,6218
820,Debit Card,4.8,Winter,6388
821,Debit Card,2.5,Spring,16375
822,Credit Card,3.9,Spring,13776
823,Bank Transfer,3.4,Winter,15500
824,Credit Card,2.5,Winter,13087
825,Cash,3.0,Spring,9738
826,Cash,3.6,Fall,16111
827,PayPal,3.6,Winter,16870
828,Bank Transfer,4.1,Fall,2829
829,PayPal,3.7,Fall,7256
830,Credit Card,3.1,Spring,2478
831,Credit Card,4.2,Fall,284
832,Cash,4.3,Summer,6985
833,Cash,2.5,Fall,17198
834,Credit Card,3.5,Fall,14699
835,Credit Card,3.1,Summer,9258
836,Debit Card,2.5,Summer,3299
837,Cash,3.9,Winter,17275
838,Cash,4.9,Spring,9665
839,Credit Card,4.3,Spring,7568
840,Debit Card,2.6,Spring,4740
841,PayPal,4.2,Summer,7240
842,PayPal,2.6,Summer,11310
843,PayPal,3.6,Spring,284
844,PayPal,3.2,Summer,11640
845,Venmo,4.4,Winter,10271
846,Venmo,3.7,Winter,17752
847,Debit Card,3.7,Spring,15772
848,PayPal,4.1,Fall,11743
849,Credit Card,3.6,Fall,12395
850,PayPal,4.3,Spring,12387
851,Venmo,2.6,Winter,6642
852,Debit Card,2.9,Summer,12850
853,Debit Card,4.2,Spring,13370
854,Cash,4.0,Winter,7513
855,Venmo,4.3,Spring,8729
856,Credit Card,3.0,Spring,8605
857,Debit Card,3.5,Summer,7751
858,Debit Card,3.0,Fall,10154
859,PayPal,3.1,Fall,907
860,Debit Card,4.0,Winter,2529
861,Cash,4.1,Spring,7641
862,Credit Card,3.3,Spring,5023
863,PayPal,4.9,Winter,11933
864,PayPal,3.9,Summer,17482
865,PayPal,3.9,Winter,2979
866,Venmo,4.8,Winter,14153
867,PayPal,2.7,Summer,16376
868,Bank Transfer,3.1,Spring,8758
869,Credit Card,3.2,Summer,5990
870,PayPal,2.7,Spring,6027
871,Bank Transfer,2.5,Fall,17068
872,Debit Card,2.6,Spring,3524
873,Cash,2.9,Spring,15243
874,Venmo,4.2,Summer,15907
875,Venmo,4.4,Fall,9271
876,Bank Transfer,4.1,Summer,13056
877,Debit Card,3.8,Summer,3557
878,Venmo,4.9,Winter,7680
879,Debit Card,4.9,Summer,12476
880,PayPal,4.1,Spring,12689
881,Debit Card,3.1,Spring,14859
882,Venmo,2.7,Summer,14683
883,Cash,3.8,Fall,12792
884,Bank Transfer,4.3,Fall,4955
885,Bank Transfer,4.1,Winter,1041
886,Debit Card,4.4,Fall,16925
887,Bank Transfer,3.6,Summer,10781
888,PayPal,3.3,Winter,8176
889,Cash,3.6,Spring,7528
890,Venmo,2.8,Fall,6149
891,Credit Card,4.3,Spring,9530
892,PayPal,3.9,Summer,4941
893,Debit Card,2.7,Summer,10121
894,Venmo,4.7,Spring,7511
895,Debit Card,3.8,Spring,2171
896,Debit Card,4.7,Spring,347
897,Cash,4.7,Spring,15046
898,Venmo,3.4,Spring,3833
899,Bank Transfer,3.5,Spring,5248
900,PayPal,4.0,Summer,1227
901,Bank Transfer,3.3,Fall,1424
902,Cash,4.7,Summer,10435
903,Cash,2.8,Summer,6364
904,PayPal,3.3,Winter,2622
905,PayPal,2.9,Spring,6240
906,Venmo,2.8,Spring,4695
907,Debit Card,4.2,Spring,7135
908,Credit Card,4.4,Winter,9204
909,PayPal,3.6,Winter,7375
910,PayPal,2.7,Fall,15733
911,Credit Card,3.4,Spring,13468
912,Bank Transfer,2.8,Winter,13075
913,Bank Transfer,3.4,Winter,16772
914,Cash,2.6,Fall,14633
915,Venmo,4.1,Summer,6239
916,Credit Card,2.9,Winter,16053
917,Venmo,2.7,Spring,5236
918,Bank Transfer,3.7,Spring,359
919,Cash,4.3,Spring,15515
920,Debit Card,2.6,Winter,8831
921,Cash,4.3,Summer,13049
922,PayPal,4.1,Summer,9754
923,Credit Card,4.2,Fall,4587
924,PayPal,4.2,Spring,5702
925,Cash,3.1,Winter,6309
926,Cash,4.9,Winter,778
927,Cash,4.4,Spring,3301
928,Venmo,4.4,Summer,5972
929,Cash,3.4,Winter,17311
930,Debit Card,4.5,Fall,12846
931,Credit Card,4.5,Fall,5166
932,Bank Transfer,4.1,Winter,9787
933,Debit Card,3.2,Winter,4478
934,Debit Card,2.7,Spring,16418
935,Bank Transfer,3.7,Spring,1586
936,Bank Transfer,2.6,Fall,12491
937,Cash,2.7,Summer,3459
938,Venmo,2.7,Summer,16128
939,Debit Card,4.8,Fall,9256
940,Credit Card,4.8,Winter,4192
941,PayPal,2.6,Spring,16083
942,PayPal,4.5,Winter,9269
943,PayPal,3.2,Winter,17421
944,Venmo,3.8,Winter,9526
945,Cash,4.8,Spring,10349
946,Venmo,4.1,Summer,11879
947,PayPal,2.8,Spring,1879
948,Cash,3.9,Winter,14299
949,Venmo,4.9,Summer,7645
950,Venmo,3.4,Summer,10019
951,PayPal,4.1,Winter,4763
952,Bank Transfer,2.9,Summer,4667
953,PayPal,3.1,Fall,11736
954,Venmo,3.6,Spring,3906
955,Credit Card,3.5,Fall,3455
956,PayPal,3.4,Summer,3617
957,Debit Card,2.9,Spring,7380
958,Cash,4.7,Spring,15544
959,Credit Card,4.4,Winter,8220
960,Cash,2.6,Spring,13396
961,Venmo,4.4,Spring,5090
962,Debit Card,3.7,Fall,6967
963,Debit Card,4.4,Spring,9177
964,Credit Card,2.5,Spring,931
965,Venmo,2.6,Spring,4278
966,Credit Card,5.0,Spring,8852
967,Cash,4.9,Spring,8154
968,Cash,3.7,Summer,15725
969,Bank Transfer,3.1,Summer,5504
970,PayPal,3.2,Fall,15861
971,Cash,4.4,Winter,2070
972,Credit Card,4.3,Summer,10076
973,Credit Card,3.0,Winter,7216
974,Bank Transfer,3.5,Fall,16692
975,Bank Transfer,3.6,Spring,12502
976,Bank Transfer,3.8,Summer,4109
977,Credit Card,3.6,Fall,10052
978,Cash,4.6,Spring,14818
979,Credit Card,2.5,Summer,11107
980,Debit Card,3.5,Fall,11299
981,PayPal,4.0,Spring,5036
982,Credit Card,3.5,Spring,12666
983,PayPal,3.2,Summer,7481
984,Venmo,3.5,Winter,10839
985,Credit Card,3.4,Summer,3644
986,Bank Transfer,5.0,Fall,6592
987,Bank Transfer,4.5,Spring,12800
988,PayPal,2.8,Summer,10760
989,PayPal,4.9,Winter,12341
990,Bank Transfer,3.1,Spring,9749
991,Cash,4.8,Spring,7831
992,Bank Transfer,2.7,Spring,8048
993,Debit Card,4.6,Winter,17244
994,Cash,4.4,Winter,4802
995,Debit Card,3.2,Fall,9503
996,Venmo,3.0,Spring,4594
997,Bank Transfer,4.9,Summer,17531
998,Cash,3.6,Spring,16342
999,Bank Transfer,3.8,Spring,14394
1000,Debit Card,2.9,Spring,4596
1001,Bank Transfer,3.9,Winter,10939
1002,Debit Card,3.6,Fall,16008
1003,Bank Transfer,3.5,Spring,11541
1004,Cash,4.0,Fall,3699
1005,Cash,4.8,Summer,6150
1006,Debit Card,3.9,Winter,4834
1007,Venmo,4.5,Summer,6439
1008,Credit Card,4.8,Spring,7667
1009,PayPal,2.6,Spring,17543
1010,Venmo,3.1,Summer,1042
1011,Credit Card,4.7,Spring,14532
1012,Debit Card,2.9,Spring,1888
1013,Credit Card,3.8,Summer,4431
1014,Venmo,3.8,Summer,14531
1015,Debit Card,3.0,Summer,13994
1016,Cash,4.1,Summer,5493
1017,Bank Transfer,3.4,Summer,12489
1018,Credit Card,2.5,Fall,16973
1019,Cash,4.9,Spring,3314
1020,Venmo,2.8,Winter,8972
1021,Debit Card,4.5,Fall,7052
1022,PayPal,4.9,Winter,12545
1023,Cash,4.9,Winter,9674
1024,Bank Transfer,3.5,Winter,5227
1025,Venmo,3.5,Summer,207
1026,Credit Card,4.9,Winter,4181
1027,PayPal,3.0,Winter,13993
1028,Cash,2.8,Summer,14390
1029,Cash,3.7,Summer,12178
1030,Venmo,3.6,Spring,303
1031,Debit Card,3.3,Winter,12134
1032,Cash,3.4,Spring,14552
1033,Credit Card,4.0,Fall,7038
1034,Bank Transfer,4.6,Spring,839
1035,Bank Transfer,4.2,Fall,2771
1036,Venmo,2.8,Fall,10788
1037,Bank Transfer,3.7,Fall,17160
1038,Debit Card,3.4,Spring,10440
1039,Bank Transfer,3.0,Fall,8569
1040,Venmo,4.8,Fall,3926
1041,Cash,4.0,Fall,13762
1042,Cash,4.9,Summer,7338
1043,Credit Card,4.9,Spring,9763
1044,Debit Card,3.3,Spring,13546
1045,Bank Transfer,4.4,Summer,6610
1046,PayPal,3.5,Fall,15340
1047,Venmo,4.2,Winter,12829
1048,Credit Card,4.2,Fall,8284
1049,Venmo,2.7,Fall,12028
1050,Cash,2.8,Fall,8361
1051,Venmo,3.8,Winter,5160
1052,PayPal,2.6,Fall,11448
1053,Credit Card,3.0,Fall,4661
1054,Debit Card,3.3,Spring,15887
1055,PayPal,4.9,Winter,16665
1056,Debit Card,3.3,Spring,10720
1057,Venmo,2.9,Winter,3375
1058,Credit Card,4.4,Spring,8207
1059,Bank Transfer,3.1,Summer,10978
1060,Debit Card,2.5,Winter,14856
1061,Debit Card,2.6,Summer,6339
1062,Venmo,4.4,Summer,12106
1063,Debit Card,2.6,Fall,10568
1064,Cash,3.3,Summer,5118
1065,Credit Card,3.5,Spring,3733
1066,PayPal,4.1,Spring,9898
1067,PayPal,4.0,Winter,15687
1068,PayPal,2.7,Summer,3509
1069,Credit Card,2.5,Fall,6400
1070,Venmo,4.3,Fall,13844
1071,Debit Card,3.3,Summer,13355
1072,Credit Card,2.6,Summer,15613
1073,Debit Card,3.5,Fall,14548
1074,Credit Card,4.0,Spring,11025
1075,Bank Transfer,2.6,Fall,16489
1076,Debit Card,4.9,Summer,12356
1077,Venmo,2.9,Spring,4793
1078,PayPal,3.7,Winter,3237
1079,Credit Card,4.4,Fall,6007
1080,Bank Transfer,4.4,Summer,11455
1081,Cash,3.8,Fall,2361
1082,Credit Card,4.5,Spring,14746
1083,Venmo,2.6,Winter,13922
1084,Cash,3.3,Summer,12447
1085,Cash,4.1,Fall,7997
1086,Venmo,3.0,Winter,6315
1087,PayPal,3.0,Winter,6179
1088,Bank Transfer,3.4,Winter,16994
1089,PayPal,2.7,Winter,4707
1090,PayPal,3.8,Spring,12569
1091,Cash,4.2,Spring,12852
1092,Credit Card,4.7,Spring,11899
1093,Venmo,4.1,Spring,14834
1094,Venmo,4.2,Winter,3473
1095,Cash,4.8,Winter,2072
1096,Bank Transfer,3.0,Summer,8299
1097,Credit Card,2.6,Fall,8584
1098,Bank Transfer,3.2,Summer,6476
1099,Credit Card,3.6,Spring,3097
1100,Bank Transfer,2.6,Fall,6496
1101,Credit Card,4.4,Spring,3792
1102,Cash,3.0,Fall,15610
1103,Cash,2.9,Fall,14930
1104,Debit Card,4.3,Spring,15336
1105,Bank Transfer,3.1,Fall,5469
1106,Venmo,3.0,Spring,8975
1107,Venmo,3.6,Winter,3705
1108,Bank Transfer,2.8,Fall,8016
1109,Cash,2.8,Fall,12257
1110,Venmo,4.9,Winter,134
1111,Cash,3.0,Fall,16930
1112,Credit Card,4.1,Summer,3450
1113,PayPal,4.6,Spring,4322
1114,PayPal,4.8,Summer,13742
1115,Bank Transfer,2.6,Fall,13654
1116,Cash,4.0,Fall,84
1117,PayPal,4.2,Winter,13583
1118,Credit Card,4.5,Spring,1010
1119,PayPal,4.9,Summer,4491
1120,Credit Card,3.1,Spring,3993
1121,Debit Card,4.0,Winter,7618
1122,Cash,3.2,Fall,2089
1123,Credit Card,4.3,Spring,7627
1124,Cash,2.5,Fall,416
1125,Cash,4.9,Spring,12561
1126,Bank Transfer,2.7,Summer,5926
1127,Venmo,3.4,Winter,17362
1128,Debit Card,4.8,Spring,12277
1129,Debit Card,4.7,Winter,7827
1130,Venmo,4.7,Winter,1460
1131,PayPal,3.9,Summer,14227
1132,Bank Transfer,3.7,Spring,9130
1133,Cash,4.3,Spring,5736
1134,Cash,4.1,Winter,11683
1135,Venmo,4.6,Summer,15254
1136,Bank Transfer,3.6,Winter,1087
1137,Cash,4.8,Summer,4315
1138,Bank Transfer,2.8,Winter,16799
1139,Venmo,4.7,Summer,6570
1140,Debit Card,3.9,Spring,14825
1141,Credit Card,2.6,Winter,10733
1142,PayPal,4.7,Winter,12977
1143,Venmo,3.5,Spring,8943
1144,PayPal,4.4,Winter,6025
1145,Bank Transfer,4.4,Fall,12067
1146,Cash,3.0,Summer,6996
1147,Bank Transfer,4.2,Summer,13298
1148,Debit Card,4.3,Winter,1121
1149,PayPal,2.6,Spring,14012
1150,Venmo,3.3,Spring,9999
1151,Venmo,2.7,Winter,2373
1152,Credit Card,4.2,Spring,15927
1153,PayPal,4.0,Fall,9386
1154,Bank Transfer,4.0,Summer,17091
1155,Credit Card,2.9,Spring,6349
1156,PayPal,2.6,Fall,9183
1157,Venmo,4.8,Summer,3749
1158,Cash,4.4,Fall,2180
1159,Bank Transfer,4.0,Summer,14693
1160,Venmo,3.6,Fall,5782
1161,Venmo,3.2,Summer,14102
1162,PayPal,3.1,Fall,949
1163,PayPal,4.2,Winter,11709
1164,Debit Card,3.0,Summer,8133
1165,PayPal,4.2,Winter,14167
1166,Venmo,2.9,Winter,4621
1167,Venmo,3.7,Winter,2289
1168,PayPal,3.6,Summer,8071
1169,Debit Card,3.6,Summer,6582
1170,Cash,4.5,Fall,15180
1171,Cash,3.2,Spring,8746
1172,Debit Card,3.9,Spring,1827
1173,Bank Transfer,4.6,Spring,13800
1174,Cash,2.5,Winter,17839
1175,Bank Transfer,4.3,Winter,8490
1176,PayPal,4.1,Spring,12891
1177,PayPal,4.6,Winter,5827
1178,Debit Card,4.8,Spring,2780
1179,Debit Card,4.9,Spring,17464
1180,Bank Transfer,2.8,Summer,15579
1181,Cash,4.9,Spring,11140
1182,Bank Transfer,3.5,Summer,6986
1183,PayPal,3.8,Spring,2907
1184,Credit Card,4.5,Spring,15201
1185,Credit Card,3.4,Fall,11784
1186,Credit Card,3.9,Spring,13002
1187,Credit Card,4.1,Summer,14873
1188,Credit Card,3.0,Fall,714
1189,Credit Card,3.3,Summer,17236
1190,Debit Card,4.9,Summer,6528
1191,Credit Card,4.3,Winter,13322
1192,Venmo,4.1,Winter,10946
1193,Venmo,4.0,Summer,17254
1194,Credit Card,5.0,Fall,14037
1195,Credit Card,3.1,Winter,4706
1196,Venmo,4.0,Winter,13307
1197,Bank Transfer,3.2,Winter,77
1198,PayPal,3.9,Fall,12450
1199,Cash,3.9,Summer,1759
1200,Debit Card,4.5,Fall,638
1201,PayPal,4.4,Winter,6067
1202,Venmo,3.1,Summer,17812
1203,Venmo,2.9,Spring,10811
1204,Bank Transfer,3.7,Winter,17865
1205,Credit Card,3.2,Spring,9020
1206,Bank Transfer,3.5,Spring,1558
1207,Venmo,3.0,Fall,3372
1208,Credit Card,4.1,Summer,242
1209,Debit Card,2.9,Winter,540
1210,Bank Transfer,3.8,Winter,12160
1211,Cash,4.1,Fall,3603
1212,Venmo,4.6,Spring,4407
1213,Credit Card,2.5,Summer,7103
1214,Debit Card,3.7,Spring,6197
1215,Cash,3.8,Fall,14744
1216,Credit Card,2.6,Winter,6096
1217,Venmo,3.7,Summer,4332
1218,Cash,2.6,Fall,16741
1219,Cash,3.1,Spring,15261
1220,Credit Card,2.5,Winter,2971
1221,Bank Transfer,4.9,Winter,11411
1222,Cash,4.5,Winter,10797
1223,Bank Transfer,3.4,Fall,16418
1224,Bank Transfer,3.9,Winter,13498
1225,Venmo,3.7,Summer,10096
1226,Debit Card,2.6,Fall,1466
1227,Venmo,3.4,Fall,13516
1228,Bank Transfer,4.9,Spring,5453
1229,Cash,3.9,Winter,12551
1230,Bank Transfer,3.6,Winter,12674
1231,Venmo,4.6,Spring,3964
1232,Credit Card,4.0,Spring,11218
1233,Debit Card,3.6,Summer,177
1234,Venmo,3.5,Winter,3875
1235,Bank Transfer,4.1,Fall,12661
1236,PayPal,3.0,Spring,9345
1237,Debit Card,4.4,Summer,13423
1238,Credit Card,4.4,Spring,1598
1239,Venmo,3.7,Winter,10813
1240,Debit Card,4.8,Spring,9308
1241,Debit Card,2.9,Winter,15896
1242,Credit Card,3.1,Winter,1892
1243,Bank Transfer,4.0,Summer,8477
1244,Debit Card,3.0,Spring,8663
1245,Cash,3.9,Summer,16149
1246,Bank Transfer,3.4,Fall,1662
1247,Cash,2.7,Winter,15426
1248,Venmo,3.5,Spring,6923
1249,Credit Card,3.0,Winter,5489
1250,Venmo,4.5,Winter,11612
1251,Cash,4.1,Winter,7122
1252,Credit Card,5.0,Spring,15151
1253,Cash,4.0,Fall,11619
1254,PayPal,4.9,Winter,10923
1255,Credit Card,3.3,Spring,11657
1256,Cash,4.1,Fall,14625
1257,Cash,3.6,Winter,461
1258,Cash,3.0,Spring,16211
1259,Debit Card,4.1,Spring,15425
1260,Credit Card,3.9,Fall,15634
1261,Debit Card,4.1,Spring,7537
1262,Credit Card,2.8,Summer,5442
1263,Venmo,4.8,Winter,4984
1264,Credit Card,4.6,Winter,5966
1265,Venmo,2.5,Winter,1780
1266,Bank Transfer,2.7,Spring,6047
1267,Debit Card,4.0,Fall,7146
1268,Cash,2.7,Spring,7821
1269,Debit Card,2.9,Winter,12634
1270,PayPal,3.0,Spring,12634
1271,Cash,3.3,Fall,12020
1272,PayPal,4.3,Spring,2821
1273,Bank Transfer,4.4,Winter,13889
1274,Credit Card,4.1,Spring,17192
1275,PayPal,3.1,Spring,8589
1276,PayPal,4.5,Fall,3014
1277,Bank Transfer,4.8,Spring,1123
1278,Venmo,5.0,Spring,1697
1279,Venmo,2.8,Fall,11892
1280,Debit Card,3.7,Fall,7132
1281,Venmo,4.4,Winter,6842
1282,Venmo,4.5,Spring,3093
1283,Venmo,3.0,Winter,12229
1284,Debit Card,3.9,Winter,4926
1285,PayPal,3.9,Spring,11816
1286,Bank Transfer,3.5,Fall,9515
1287,Debit Card,4.9,Winter,11757
1288,PayPal,3.4,Winter,8339
1289,PayPal,4.1,Winter,15213
1290,PayPal,2.9,Fall,1422
1291,PayPal,3.4,Spring,13684
1292,Debit Card,3.2,Spring,11436
1293,Bank Transfer,3.9,Summer,1396
1294,Debit Card,4.1,Fall,16076
1295,Cash,4.5,Summer,14476
1296,PayPal,2.8,Fall,14157
1297,Cash,2.8,Spring,12658
1298,Venmo,4.6,Summer,10968
1299,Bank Transfer,3.0,Summer,17593
1300,Venmo,3.6,Fall,13590
1301,Credit Card,4.5,Spring,8513
1302,Debit Card,5.0,Fall,16188
1303,Credit Card,2.9,Fall,15672
1304,Credit Card,3.1,Summer,11498
1305,PayPal,4.0,Spring,6841
1306,PayPal,4.5,Spring,3874
1307,PayPal,4.5,Winter,14393
1308,PayPal,3.1,Summer,5306
1309,Credit Card,4.4,Summer,12483
1310,Cash,4.7,Summer,13365
1311,Credit Card,3.1,Winter,485
1312,Venmo,4.2,Fall,4037
1313,Bank Transfer,3.0,Winter,2704
1314,Credit Card,2.6,Summer,6179
1315,Debit Card,3.4,Summer,4263
1316,Debit Card,4.2,Spring,1350
1317,Debit Card,4.6,Spring,4011
1318,Cash,2.8,Spring,17250
1319,Credit Card,2.7,Spring,14176
1320,Bank Transfer,4.0,Spring,3144
1321,Debit Card,3.1,Fall,17274
1322,Bank Transfer,3.7,Winter,9389
1323,Bank Transfer,4.0,Winter,6893
1324,Debit Card,4.6,Spring,12723
1325,Credit Card,3.8,Summer,1253
1326,Cash,3.5,Summer,2162
1327,Cash,4.6,Spring,15303
1328,Cash,2.8,Winter,4377
1329,Bank Transfer,3.7,Winter,13218
1330,PayPal,3.3,Fall,15426
1331,PayPal,2.9,Fall,15010
1332,PayPal,3.2,Spring,10048
1333,Bank Transfer,4.3,Spring,15714
1334,Bank Transfer,2.7,Winter,3447
1335,Venmo,4.2,Spring,14884
1336,Credit Card,4.8,Fall,5125
1337,Debit Card,4.8,Spring,7683
1338,Credit Card,3.4,Spring,5716
1339,PayPal,2.6,Winter,13422
1340,Bank Transfer,5.0,Winter,7565
1341,Debit Card,4.4,Fall,6790
1342,Bank Transfer,2.9,Fall,1758
1343,Bank Transfer,3.4,Summer,17599
1344,Bank Transfer,3.4,Spring,9433
1345,Cash,4.9,Fall,6529
1346,Venmo,3.6,Fall,16475
1347,Venmo,3.0,Winter,10561
1348,Bank Transfer,3.9,Summer,13556
1349,Credit Card,3.2,Spring,6118
1350,Cash,3.2,Spring,2236
1351,Cash,4.3,Fall,8328
1352,Bank Transfer,2.8,Summer,14559
1353,Credit Card,4.5,Spring,13614
1354,Cash,4.1,Winter,14980
1355,Bank Transfer,3.6,Spring,14970
1356,PayPal,3.0,Summer,15305
1357,Bank Transfer,4.0,Spring,4366
1358,Cash,3.5,Summer,11049
1359,Venmo,2.5,Spring,2907
1360,Bank Transfer,4.3,Winter,16847
1361,Bank Transfer,2.8,Fall,1665
1362,Debit Card,3.7,Fall,4643
1363,Cash,4.3,Fall,11077
1364,PayPal,4.0,Summer,16459
1365,Cash,4.7,Fall,11205
1366,Bank Transfer,4.5,Winter,7757
1367,Credit Card,3.1,Fall,8819
1368,Cash,3.8,Fall,729
1369,Cash,4.9,Summer,10664
1370,Venmo,3.2,Winter,7806
1371,Bank Transfer,2.9,Summer,2605
1372,Credit Card,2.8,Spring,3064
1373,PayPal,4.0,Fall,7945
1374,Cash,2.6,Winter,14052
1375,Bank Transfer,2.7,Fall,5259
1376,Credit Card,4.1,Spring,3312
1377,PayPal,5.0,Spring,17302
1378,Venmo,3.0,Spring,16165
1379,Venmo,3.6,Fall,666
1380,Venmo,2.8,Fall,2085
1381,Cash,4.6,Winter,16844
1382,Venmo,2.9,Winter,13592
1383,Bank Transfer,4.8,Winter,3818
1384,Venmo,3.3,Spring,12365
1385,Bank Transfer,4.6,Fall,11386
1386,Bank Transfer,2.6,Fall,15769
1387,Debit Card,4.0,Fall,13574
1388,Credit Card,3.8,Winter,16443
1389,Cash,3.9,Spring,5872
1390,Debit Card,2.6,Fall,13123
1391,Debit Card,4.3,Summer,9650
1392,Credit Card,3.6,Winter,8290
1393,Venmo,4.2,Spring,16979
1394,PayPal,3.9,Spring,11668
1395,Cash,4.7,Fall,9690
1396,PayPal,2.8,Spring,14402
1397,Debit Card,3.0,Winter,1263
1398,PayPal,4.7,Summer,2212
1399,Credit Card,2.5,Summer,6418
1400,Venmo,3.1,Winter,6863
1401,Credit Card,3.6,Fall,6503
1402,PayPal,3.5,Fall,4634
1403,PayPal,3.1,Summer,11159
1404,Credit Card,3.6,Spring,14753
1405,Debit Card,3.5,Winter,11322
1406,Credit Card,2.7,Winter,12566
1407,Debit Card,3.6,Spring,3507
1408,Credit Card,4.5,Spring,13598
1409,Venmo,4.1,Winter,16085
1410,Cash,4.2,Spring,7941
1411,Debit Card,4.0,Summer,7483
1412,Venmo,2.8,Summer,14226
1413,Venmo,2.6,Summer,12470
1414,Bank Transfer,2.7,Fall,4028
1415,Credit Card,4.5,Summer,9191
1416,Credit Card,3.7,Winter,14656
1417,Cash,3.4,Summer,5574
1418,Debit Card,4.6,Spring,2779
1419,Venmo,4.1,Summer,8891
1420,Debit Card,2.6,Summer,11319
1421,PayPal,4.6,Summer,9384
1422,Bank Transfer,3.0,Spring,415
1423,PayPal,3.4,Fall,6525
1424,Venmo,3.5,Fall,7964
1425,Bank Transfer,3.5,Fall,16563
1426,Credit Card,3.7,Winter,6606
1427,PayPal,4.8,Summer,1836
1428,Credit Card,4.9,Summer,11356
1429,PayPal,4.9,Summer,6311
1430,Credit Card,4.7,Fall,1907
1431,Credit Card,4.9,Summer,228
1432,Venmo,2.9,Fall,2032
1433,Debit Card,4.4,Winter,644
1434,Debit Card,3.2,Winter,14861
1435,Debit Card,4.6,Summer,2811
1436,Cash,4.0,Fall,9339
1437,PayPal,3.7,Winter,15048
1438,Cash,4.2,Winter,1907
1439,Debit Card,2.9,Spring,2581
1440,Cash,4.8,Summer,13735
1441,Venmo,4.4,Spring,6372
1442,Venmo,3.4,Summer,2052
1443,Credit Card,2.8,Spring,16792
1444,Cash,4.2,Fall,10843
1445,Cash,3.8,Fall,12838
1446,Credit Card,3.1,Fall,15976
1447,Credit Card,3.2,Summer,11077
1448,PayPal,3.0,Summer,5655
1449,Credit Card,3.6,Summer,14074
1450,Cash,2.5,Winter,1118
1451,Cash,3.4,Winter,232
1452,PayPal,2.5,Fall,2846
1453,Bank Transfer,4.7,Spring,1800
1454,Bank Transfer,3.2,Winter,4555
1455,Credit Card,2.9,Winter,17263
1456,PayPal,4.9,Fall,12200
1457,PayPal,2.7,Spring,7441
1458,Venmo,4.7,Spring,1466
1459,Venmo,2.9,Spring,14490
1460,Venmo,4.8,Winter,12703
1461,Venmo,4.6,Fall,2940
1462,Venmo,5.0,Summer,14775
1463,Venmo,4.8,Summer,13314
1464,Bank Transfer,4.9,Summer,16649
1465,Bank Transfer,4.6,Winter,1981
1466,Cash,3.9,Winter,6636
1467,PayPal,4.5,Summer,12866
1468,Debit Card,4.7,Winter,16118
1469,Cash,3.9,Fall,13932
1470,PayPal,4.4,Winter,1199
1471,Cash,3.9,Spring,5291
1472,Venmo,2.8,Spring,11931
1473,Cash,3.5,Spring,16232
1474,Credit Card,4.3,Fall,3423
1475,Credit Card,3.9,Fall,13052
